word,meaning,sentence,translation
appreciate,～に感謝する,I appreciate your help.,あなたの助けに感謝します。
accept,～を受け入れる,I accept your offer.,私はあなたの申し出を受け入れます。
consider,～をよく考える，考慮する,We considered the problem.,私たちは問題を考慮しました。
consider,（人の気持ち）を思いやる,Please consider his feelings.,彼の気持ちを思いやってください。
consider,（A （to be［as］)B)（A）を（B と）みなす,They consider him a leader.,彼らは彼を指導者とみなしています。
mind,気にする,I don't mind waiting.,待つことは気にしません。
mind,精神，頭脳,He has a strong mind.,彼は強い精神を持っています。
mind,（才能，知性のある）人,She is a brilliant mind.,彼女は優れた才能を持つ人です。
wonder,（wh―節 / if SV）～かなと思う,I wonder if he is right.,彼が正しいのかなと思います。
wonder,（at ～）（～に）驚く,I wonder at his courage.,私は彼の勇気に驚きます。
seem,～のように思われる,It seems difficult.,それは難しいように思われます。
compare,"（A with［to, and］ B）（A）を（B と）比較する",Compare this with that.,これをあれと比較してください。
compare,（A to B）（A）を（B に）例える,He compared life to a journey.,彼は人生を旅に例えました。
compare,（with［to］～）（～に）匹敵する,Nothing compares with this view.,この景色に匹敵するものはありません。
concentrate,（on ～）（～に）集中する,I concentrated on my work.,私は仕事に集中しました。
concentrate,（A on B）（A）を（B に）集中させる,He concentrated his efforts on study.,彼は努力を勉強に集中させました。
focus,（on ～）（～に）焦点を当てる，力を注ぐ,Focus on your goal.,目標に集中してください。
focus,焦点,The focus is on education.,焦点は教育です。
allow,（人が）～を許可する,My parents allowed me to go.,両親は私が行くことを許可しました。
allow,（物が）～を可能にする,This ticket allows entry.,このチケットで入場できます。
admit,～を認める,He admitted his mistake.,彼は自分の間違いを認めました。
admit,～の入場［入学］を許可する,The school admits new students.,学校は新入生を受け入れます。
ground,地面,The ground was wet.,地面は濡れていました。
ground,根拠,There is no ground for the claim.,その主張には根拠がありません。
pollution,汚染，公害〈不可算〉,Air pollution is a serious problem.,大気汚染は深刻な問題です。
sight,光景,The sight was beautiful.,その光景は美しかったです。
sight,視力,My sight is getting worse.,私の視力は悪くなっています。
view,眺め，景色〈可算〉,The view from here is amazing.,ここからの眺めは素晴らしいです。
view,見解，見方,I agree with your view.,私はあなたの見解に賛成です。
view,（A as B）（A）を（B と）みなす,We view him as a leader.,私たちは彼を指導者とみなします。
landscape,風景,The landscape was beautiful.,その風景は美しかったです。
landscape,（the ―）（政治，社会の）情勢,The political landscape changed.,政治情勢が変化しました。
nature,（無冠詞）自然,I love nature.,私は自然が大好きです。
nature,（しばしばthe ― of ～)（～の）性質,The nature of the problem is unclear.,その問題の性質は不明です。
seed,種,I planted a seed in the garden.,私は庭に種を植えました。
seed,シード選手,She is a top seed in the tournament.,彼女は大会のシード選手です。
plant,植物,This plant needs water.,この植物は水が必要です。
